timestamp,model_id,board_id,status,x,y,z,step,instruction,success
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
1787797745.670173,19,0,0,0.0,0.0,0.0,0,零点验证,0
